,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery_name,Latitude,Longitude,Min_temp,Max_temp,Precip,Humidity,Heat_Index,review_neg,review_neu,review_pos
14121,US,"Cabernet Sauvignon makes up over 70% of this blend with the balance Merlot, Petit Verdot and Malbec. It shows aromas of dark cherries, licorice and brooding black fruit that at times seems slightly dried out. The palate shows elegantly styled dark-fruit flavors that linger on the finish.",Proprietor's Cuvée,90,65,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Lauren Ashton Cellars 2013 Proprietor's Cuvée Red (Columbia Valley (WA)),Bordeaux-style Red Blend,Lauren Ashton Cellars winery,47.7336941,-122.1427634,16.2,103.2,25.95,73.62,106.1,0,0.918,0.082
14122,US,"A first for Lauren Ashton, this barrel-fermented Sémillon was sourced from the excellent Dineen Vineyard. It's firm and tightly packed with melon, jicama, pineapple and green banana fruit. Highlights of honeysuckle and lemon verbena are also in the mix. The finish is a little short, but more bottle age might well bump up the score.",,89,27,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Lauren Ashton Cellars 2012 Sémillon (Columbia Valley (WA)),Sémillon,Lauren Ashton Cellars winery,47.7336941,-122.1427634,16.2,103.2,25.95,73.62,106.1,0,0.911,0.089
14123,US,"The blend in this new vintage remains three quarters Sauvignon Blanc and one quarter Sémillon, but amps up the alcohol a notch from the 2011 version. It's a lightly toasty, very flavorful wine, adroitly mixing slightly bitter skin flavors, citrus pith and flesh, and a tangy core of grapefruit and pineapple. The length and detail are impressive.",Cuvée Méline,91,27,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Lauren Ashton Cellars 2012 Cuvée Méline Sauvignon Blanc-Semillon (Columbia Valley (WA)),Sauvignon Blanc-Semillon,Lauren Ashton Cellars winery,47.7336941,-122.1427634,16.2,103.2,25.95,73.62,106.1,0.055,0.871,0.075
14124,US,"The Sangiovese comes from Red Willow Vineyard, and it would be hard to find a more lovely, elegant rosé from this side of the Atlantic. Light strawberry and melon aromas continue onto the palate, with pinpoint detail and precision.",Rosé of,92,18,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Lauren Ashton Cellars 2011 Rosé of Sangiovese (Columbia Valley (WA)),Sangiovese,Lauren Ashton Cellars winery,47.7336941,-122.1427634,16.2,103.2,25.95,73.62,106.1,0.032,0.798,0.17
14125,US,"A solid, well-made example of Columbia Valley Syrah, this shows mixed boysenberry and raspberry fruit flavors that are accented lightly with peppery spice. It's a modest wine in terms of volume and density, but proportionate and true to variety.",,89,35,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Lauren Ashton Cellars 2011 Syrah (Columbia Valley (WA)),Syrah,Lauren Ashton Cellars winery,47.7336941,-122.1427634,16.2,103.2,25.95,73.62,106.1,0,0.875,0.125
14126,US,"Rothrock Vineyard provides the fruit for this wine that was fermented and aged in neutral French oak. The aromas are light, with notes of herb, chamomile, green apple and spice. It's medium bodied, backed by vibrant acidity that carries through the finish.",,89,25,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Lauren Ashton Cellars 2016 Chenin Blanc (Columbia Valley (WA)),Chenin Blanc,Lauren Ashton Cellars winery,47.7336941,-122.1427634,16.2,103.2,25.95,73.62,106.1,0,0.899,0.101
14127,US,"This wine is a blend of Syrah (44.5%), Grenache (33.3%) and Mourvèdre. The aromas are light and nuanced, with notes of raspberry, thistle, flower petal and herb. The red- and black-fruit flavors bring a pleasing sense of purity and freshness that carries through the finish.",Cuvée Mirabelle,91,50,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Lauren Ashton Cellars 2013 Cuvée Mirabelle Red (Columbia Valley (WA)),Rhône-style Red Blend,Lauren Ashton Cellars winery,47.7336941,-122.1427634,16.2,103.2,25.95,73.62,106.1,0,0.925,0.075
14128,US,"Though not labeled as such, this is a single-vineyard wine coming from Dineen Family Vineyard. It shows appealing aromas of toast, nut oil and melon. The flavors are lighter in style but bring a sense of balance that carries through the finish.",,88,35,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Lauren Ashton Cellars 2012 Semillon (Columbia Valley (WA)),Sémillon,Lauren Ashton Cellars winery,47.7336941,-122.1427634,16.2,103.2,25.95,73.62,106.1,0,1,0
14129,US,"It's rare to see an offering of this variety in Washington. This one comes from Lonesome Springs Vineyard. Aromas are initially so light you need to strain to get at them, with notes of lemon zest and herb. The palate is medium bodied, with stone-fruit flavors that provide appeal.",,88,25,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Lauren Ashton Cellars 2016 Roussanne (Columbia Valley (WA)),Roussanne,Lauren Ashton Cellars winery,47.7336941,-122.1427634,16.2,103.2,25.95,73.62,106.1,0.073,0.927,0
14130,US,"With all fruit coming from Dineen Vineyard, this wine shows alluring aromas of honeysuckle, melon, pear and zesty spices. It drinks almost dry, with the flavors tapering slightly toward the finish.",,89,18,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Lauren Ashton Cellars 2014 Riesling (Columbia Valley (WA)),Riesling,Lauren Ashton Cellars winery,47.7336941,-122.1427634,16.2,103.2,25.95,73.62,106.1,0,1,0
14131,US,"Equal parts Grenache and Mourvèdre, this appealing wine displays aromas of strawberry, orange rind and light peppery spices. It drinks dry with a lightly spritzy feel.",,89,18,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Lauren Ashton Cellars 2014 Rosé (Columbia Valley (WA)),Rosé,Lauren Ashton Cellars winery,47.7336941,-122.1427634,16.2,103.2,25.95,73.62,106.1,0,1,0
14132,US,"Lovely aromatics push scents of espresso, cassis, truffle and baker's chocolate right up front. The wine is polished, fine-boned and balanced, with taut cranberry and raspberry fruit. It brings in subtle accents of chalk, earth, rock and lead pencil, building to a firm, beautifully structured finish.",Proprietor's  Cuvée,92,50,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Lauren Ashton Cellars 2011 Proprietor's  Cuvée Red (Columbia Valley (WA)),Bordeaux-style Red Blend,Lauren Ashton Cellars winery,47.7336941,-122.1427634,16.2,103.2,25.95,73.62,106.1,0,0.851,0.149
14133,US,"Excellent texture and overall balance typify all of the wines from this exciting new producer. A blend of Sauvignon Blanc and Sémillon, this brings a mix of melon, apple, herb and grass into play. Zippy, citrusy acids add zesty minerality as the wine rolls into a rocking finish, with just a hint of barrel toast.",Cuvée Méline,92,28,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Lauren Ashton Cellars 2011 Cuvée Méline Sauvignon Blanc-Semillon (Columbia Valley (WA)),Sauvignon Blanc-Semillon,Lauren Ashton Cellars winery,47.7336941,-122.1427634,16.2,103.2,25.95,73.62,106.1,0,0.83,0.17
14134,US,"Made with 65% Cabernet Sauvignon, 19% Merlot, 10% Malbec and 3% Petit Verdot, this lightly colored wine offers aromas of freshly brewed coffee, cocoa and herbs. Flavors are elegant yet concentrated, with black fruit on the finish.",Proprietor's Cuvée,91,50,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Lauren Ashton Cellars 2012 Proprietor's Cuvée Red (Columbia Valley (WA)),Bordeaux-style Red Blend,Lauren Ashton Cellars winery,47.7336941,-122.1427634,16.2,103.2,25.95,73.62,106.1,0,0.921,0.079
14135,US,"Leesy and nicely textured, this has lime and green apple notes that rest on a bed of bracing acidity. It has length, focus and detail, all without intrusive new oak—just a small percentage of the wine was barrel-fermented.",,91,25,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Lauren Ashton Cellars 2011 Chardonnay (Columbia Valley (WA)),Chardonnay,Lauren Ashton Cellars winery,47.7336941,-122.1427634,16.2,103.2,25.95,73.62,106.1,0,0.923,0.077
14136,US,"All coming from Upland Vineyard, this 100% varietal wine has a lighter color. Supple flavors of coffee, spice, plum, dried herbs and pepper contribute to a finish that lingers.",,90,40,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Lauren Ashton Cellars 2012 Malbec (Columbia Valley (WA)),Malbec,Lauren Ashton Cellars winery,47.7336941,-122.1427634,16.2,103.2,25.95,73.62,106.1,0,1,0
14137,US,"Merlot is the principal grape here, with Cabernet Sauvignon and Petit Verdot filling out the blend. This is an elegant, sculpted wine, built upon a sturdy foundation of supple, ripe Columbia Valley fruit. Raspberry and cherry flavors get a spicy lift from the Petit Verdot, while the Cabernet adds focus and heft to the tannins.",Cuvée Estelle,93,50,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Lauren Ashton Cellars 2011 Cuvée Estelle Red (Columbia Valley (WA)),Bordeaux-style Red Blend,Lauren Ashton Cellars winery,47.7336941,-122.1427634,16.2,103.2,25.95,73.62,106.1,0,0.944,0.056
14138,US,"Aromas of wet stone, citrus and honeysuckle are light and elusive while the palate brings a full, rounded feel that trails toward the finish. There's enjoyment to be had but it's more about texture and feel than fruit flavor.",,87,25,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Lauren Ashton Cellars 2014 Roussanne (Columbia Valley (WA)),Roussanne,Lauren Ashton Cellars winery,47.7336941,-122.1427634,16.2,103.2,25.95,73.62,106.1,0,0.941,0.059
14139,US,"Stillwater Creek is the source of this 2012 rosé of Sangiovese, which sports a color that could easily be mistaken for Bandol. It's drinking very well, with complex flavors of strawberry and baking spices, nicely integrated.",Rosé of,90,18,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Lauren Ashton Cellars 2012 Rosé of Sangiovese (Columbia Valley (WA)),Sangiovese,Lauren Ashton Cellars winery,47.7336941,-122.1427634,16.2,103.2,25.95,73.62,106.1,0.061,0.753,0.187
14140,US,"An excellent follow-up to the 2011 Roussanne, this elegant, precise wine intrigues from the first sniffs of camomile, lemon zest and honeysuckle, right on through a full-bodied middle with a range of stone fruits. There's a refreshing baseline of wet stone, and some very pretty toast from a mix of new, neutral oak and stainless fermentations.",,92,25,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Lauren Ashton Cellars 2012 Roussanne (Columbia Valley (WA)),Roussanne,Lauren Ashton Cellars winery,47.7336941,-122.1427634,16.2,103.2,25.95,73.62,106.1,0,0.791,0.209
14141,US,"This stylish, well-defined Roussanne is crisp as a cucumber, with fruit flavors of citrus, green berry, apple and melon. This is immaculate and beautifully balanced.",,92,25,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Lauren Ashton Cellars 2011 Roussanne (Columbia Valley (WA)),Roussanne,Lauren Ashton Cellars winery,47.7336941,-122.1427634,16.2,103.2,25.95,73.62,106.1,0,0.861,0.139
14142,US,"The Sangiovese comes from Red Willow Vineyard, and it would be hard to find a more lovely, elegant rosé from this side of the Atlantic. Light strawberry and melon aromas continue onto the palate, with pinpoint detail and precision.",Rosé of,92,18,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Lauren Ashton Cellars 2011 Rosé of Sangiovese (Columbia Valley (WA)),Sangiovese,Lauren Ashton Cellars winery,47.7336941,-122.1427634,16.2,103.2,25.95,73.62,106.1,0.032,0.798,0.17
14143,US,"Winemaker Kit Singh has tweaked this Right Bank-style blend, but it remains solidly anchored in 49% Merlot and 29% Cabernet Franc, with a small amount of Cabernet Sauvignon and Petit Verdot. Tart, young raspberry and pomegranate fruit flavors are set against vividly crisp mineral notes. Tannins are supple and proportionate and the flavors beautifully defined. On the finish, a delightful detail of carpaccio appears.",Cuvée Arlette,94,50,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Lauren Ashton Cellars 2011 Cuvée Arlette Red (Columbia Valley (WA)),Bordeaux-style Red Blend,Lauren Ashton Cellars winery,47.7336941,-122.1427634,16.2,103.2,25.95,73.62,106.1,0,0.854,0.146
14144,US,"A blend of fruit from Ambassador (Red Mountain) and Dineen (Rattlesnake Hills) vineyards, the aromas start off high toned, with notes of violets, talc and purple fruit. The flavors are big, dark and bold, packing a mouthful of fruit but not sacrificing on balance.",,91,35,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Lauren Ashton Cellars 2013 Syrah (Columbia Valley (WA)),Syrah,Lauren Ashton Cellars winery,47.7336941,-122.1427634,16.2,103.2,25.95,73.62,106.1,0,0.958,0.042
14145,US,"The aromas seem a bit disjointed on first pour, with notes of custard, citrus, mineral and spice. The palate is medium bodied, bringing some interest but not entirely pulling it all together.",,87,25,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Lauren Ashton Cellars 2015 Chardonnay (Columbia Valley (WA)),Chardonnay,Lauren Ashton Cellars winery,47.7336941,-122.1427634,16.2,103.2,25.95,73.62,106.1,0.051,0.888,0.061
14146,US,"Principally Merlot, Cabernet Franc and Cabernet Sauvignon along with smidges of Malbec and Petit Verdot, this wine offers subdued aromas of dark coffee, herb, blackberry and graphite. The coffee and cherry flavors are lighter in style, tapering slightly toward the finish.",Cuvée Arlette,89,55,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Lauren Ashton Cellars 2013 Cuvée Arlette Red (Columbia Valley (WA)),Bordeaux-style Red Blend,Lauren Ashton Cellars winery,47.7336941,-122.1427634,16.2,103.2,25.95,73.62,106.1,0,1,0
14147,US,"Grenache and Syrah are the anchors here, with just a splash of Mourvèdre. Lush red fruits, long and balanced, capture a pleasing whiff of umami, along with nuances of cured meat, licorice and sea salt.",Cuvée Mirabelle,91,50,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Lauren Ashton Cellars 2011 Cuvée Mirabelle G-S-M (Columbia Valley (WA)),G-S-M,Lauren Ashton Cellars winery,47.7336941,-122.1427634,16.2,103.2,25.95,73.62,106.1,0,0.904,0.096
14148,US,"This wine is a blend of Sémillon (55%) and Sauvignon Blanc from Cave B and Mercer Estate vineyards. Aromas are reticent at present, with notes of reduction, grass, herb and spice. The palate is flavorful, with citrus and tropical-fruit flavors. It delivers a lot of enjoyment.",Cuvée Meline,88,27,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Lauren Ashton Cellars 2016 Cuvée Meline White (Columbia Valley (WA)),Bordeaux-style White Blend,Lauren Ashton Cellars winery,47.7336941,-122.1427634,16.2,103.2,25.95,73.62,106.1,0,0.921,0.079
14149,US,"Merlot (47.5%) and Cabernet Franc (35.5%) make up the majority of this blend along with Cabernet Sauvignon, Malbec and Petit Verdot. Aromas of coffee, cranberry, herbs, pencil lead and butterscotch lead to rich, textured sweet fruit and barrel flavors that linger. It displays balance throughout.",Cuvée Arlette,93,50,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Lauren Ashton Cellars 2012 Cuvée Arlette Red (Columbia Valley (WA)),Bordeaux-style Red Blend,Lauren Ashton Cellars winery,47.7336941,-122.1427634,16.2,103.2,25.95,73.62,106.1,0,0.867,0.133
14150,US,Merlot (64%) takes the lead on this blend followed by Cabernet Sauvignon (27%) and Petit Verdot. Light aromas of red and black fruit and herb are followed by sweet cherry flavors. It shows a lot of elegance.,Cuvée Estelle,89,40,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Lauren Ashton Cellars 2013 Cuvée Estelle Red (Columbia Valley (WA)),Bordeaux-style Red Blend,Lauren Ashton Cellars winery,47.7336941,-122.1427634,16.2,103.2,25.95,73.62,106.1,0,0.848,0.152
14151,US,"A blend of 55% Merlot, 35% Cabernet Sauvignon, 7% Cabernet Franc and 3% Petit Verdot, this wine offers generous aromas of café au lait, butterscotch, blackberry, herb and barrel spice. Flavors are focused and rich, backed by lightly dry tannins. The finish lingers.",Cuvée Estelle,91,40,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Lauren Ashton Cellars 2012 Cuvée Estelle Red (Columbia Valley (WA)),Bordeaux-style Red Blend,Lauren Ashton Cellars winery,47.7336941,-122.1427634,16.2,103.2,25.95,73.62,106.1,0,0.782,0.218
14173,US,Very varietal aromas of sour cherry and cranberry lead to a fruit-filled flavorful palate. Light oak accents linger on the finish. It's a very pleasing example of the variety.,,90,20,Washington,Wahluke Slope,Columbia Valley,Sean P. Sullivan,@wawinereport,Vino La Monarcha 2014 Sangiovese (Wahluke Slope),Sangiovese,Vino La Monarcha winery,46.2124239,-119.1102545,-4.4,114.1,6.71,59.56,118.5,0,0.876,0.124
14174,US,"The aromas are quite light for the variety, while the palate brings plush plump velvety cherry and cranberry flavors that linger and provide a lot of appeal. If the aromas open up it could go up a notch or two.",,89,20,Washington,Wahluke Slope,Columbia Valley,Sean P. Sullivan,@wawinereport,Vino La Monarcha 2014 Malbec (Wahluke Slope),Malbec,Vino La Monarcha winery,46.2124239,-119.1102545,-4.4,114.1,6.71,59.56,118.5,0,1,0
14175,US,"This is an aromatic wine, with scents of green melon candy, lime zest, white flowers and white peach. It drinks off dry, with stone-fruit flavors brightened by zippy acidity leading to a mouthwatering finish.",,90,15,Washington,Ancient Lakes,Columbia Valley,Sean P. Sullivan,@wawinereport,Vino La Monarcha 2015 Riesling (Ancient Lakes),Riesling,Vino La Monarcha winery,46.2124239,-119.1102545,-4.4,114.1,6.71,59.56,118.5,0,0.912,0.088
14176,US,"Pale pink in color, this wine brings aromas of strawberry Jolly Rancher and watermelon that are followed by a broad off-dry drinking palate. It delivers easy-drinking appeal.",Rosé of,87,18,Washington,Ancient Lakes,Columbia Valley,Sean P. Sullivan,@wawinereport,Vino La Monarcha 2016 Rosé of Pinot Noir (Ancient Lakes),Pinot Noir,Vino La Monarcha winery,46.2124239,-119.1102545,-4.4,114.1,6.71,59.56,118.5,0,0.883,0.117
14201,US,"Though not indicated on the label, once again the Morrison Lane vineyard—the oldest Syrah planting in Walla Walla—is the source of the fruit. The wine is peppery and tannic, with cherry fruit and dried herbal accents. There's a whiff of toast in the finish.",,88,32,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Bunchgrass 2009 Syrah (Walla Walla Valley (WA)),Syrah,Bunchgrass winery,46.0631639,-118.4169883,-0.7,114.9,16.08,57.46,106.6,0,1,0
14202,US,"A blend of Grenache, Syrah and Malbec, this lightly colored wine offers aromas of wild strawberries, coffee, tobacco and incense, showing pleasing purity and nuance. It's light yet palate coating, possessing a mesmerizing texture along with an assortment of fruit and savory flavors.",The Bard,92,30,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Bunchgrass 2012 The Bard Red (Walla Walla Valley (WA)),Red Blend,Bunchgrass winery,46.0631639,-118.4169883,-0.7,114.9,16.08,57.46,106.6,0,0.922,0.078
14203,US,"This elegant, refined, ageworthy, pure Cabernet is sourced from the oldest vines at Windrow, which date back about two decades. There is plenty of round cherry fruit in the core of the wine, along with red plum, golden raisin, and Christmas cake spices. Cinnamon and chocolate scents waft up from the glass, nothing overblown, but exotic and compelling.",Windrow Vineyard,92,42,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Bunchgrass 2006 Windrow Vineyard Cabernet Sauvignon (Walla Walla Valley (WA)),Cabernet Sauvignon,Bunchgrass winery,46.0631639,-118.4169883,-0.7,114.9,16.08,57.46,106.6,0,0.927,0.073
14204,US,"Sourced from old vines at Windrow and the less-well-known (but excellent) Tokar vineyard, this pure Cabernet Sauvignon shows a tight mix of plum, cassis, olive and earth, underscored by sharp acidity. It's young and substantial, with some heat in a finish marked by slightly bitter phenolics.",,89,42,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Bunchgrass 2009 Cabernet Sauvignon (Walla Walla Valley (WA)),Cabernet Sauvignon,Bunchgrass winery,46.0631639,-118.4169883,-0.7,114.9,16.08,57.46,106.6,0.054,0.907,0.039
14205,US,"This full-bodied, 100% Cabernet is lightly gamy, offering a sensuous potpourri of wild herbs and brambly berries. It's subtle, lovely, distinctive, smoothly rendered and unusually textural and complex. Drink it with enjoyment now, or give it a few more years in the cellar.",,92,42,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Bunchgrass 2008 Cabernet Sauvignon (Walla Walla Valley (WA)),Cabernet Sauvignon,Bunchgrass winery,46.0631639,-118.4169883,-0.7,114.9,16.08,57.46,106.6,0,0.841,0.159
14206,US,"This is a 100% varietal, single vineyard wine coming from Cockburn Ranch Vineyard. Aromas of lees and spice lead to nutty flavors that are broad in feel.",,88,26,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Bunchgrass 2014 Roussanne (Walla Walla Valley (WA)),Roussanne,Bunchgrass winery,46.0631639,-118.4169883,-0.7,114.9,16.08,57.46,106.6,0,1,0
14207,US,"A blend of Cabernet Franc (60%) and Merlot, this wine offers high-toned aromas of dried herbs, milk chocolate and cherry, along with an undertone of green pepper. The chocolate and cherry flavors are silky and linger long after the last sip.",Founder's Blend,91,30,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Bunchgrass 2012 Founder's Blend Red (Walla Walla Valley (WA)),Bordeaux-style Red Blend,Bunchgrass winery,46.0631639,-118.4169883,-0.7,114.9,16.08,57.46,106.6,0,1,0
14208,US,"This wine is a blend of Cabernet Sauvignon (62%), Cabernet Franc (30%) and Petit Verdot. Aromas of coffee, dried herbs, green pepper and smoke are followed by creamy-feeling cherry and café au lait flavors. It brings a whole lot of appeal.",Triolet,91,30,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Bunchgrass 2012 Triolet Red (Walla Walla Valley (WA)),Bordeaux-style Red Blend,Bunchgrass winery,46.0631639,-118.4169883,-0.7,114.9,16.08,57.46,106.6,0,1,0
14209,US,"Varietal bottles of Malbec are an extreme rarity in this appellation. This one, which hails from Frazier Bluff Vineyard, offers light aromas of dried herbs, plum, pepper and tobacco. The blue fruit flavors are sweet and lithe, with the texture upping the enjoyment.",,89,35,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Bunchgrass 2012 Malbec (Walla Walla Valley (WA)),Malbec,Bunchgrass winery,46.0631639,-118.4169883,-0.7,114.9,16.08,57.46,106.6,0,0.861,0.139
14210,US,"This 100% varietal wine displays aromas of coffee, pipe tobacco and spice. The dark fruit and espresso flavors show a mixture of elegance and richness, with a textured mouthfeel providing appeal. It's a high-quality example from this cool vintage.",,90,45,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Bunchgrass 2011 Cabernet Sauvignon (Walla Walla Valley (WA)),Cabernet Sauvignon,Bunchgrass winery,46.0631639,-118.4169883,-0.7,114.9,16.08,57.46,106.6,0,0.787,0.213
14211,US,"This is a 100% varietal wine coming from Birch Creek Vineyard. The barrel fermentation shows with aromas of butterscotch melding with fig, lees and beeswax. The stone and tropical fruit flavors are plenty rich and stick around on the finish.",,88,26,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Bunchgrass 2013 Sémillon (Walla Walla Valley (WA)),Sémillon,Bunchgrass winery,46.0631639,-118.4169883,-0.7,114.9,16.08,57.46,106.6,0,0.913,0.087
14212,US,"All varietal coming from Seven Hills Vineyard, this displays aromas of café au lait, black raspberries and dried herbs. The fruit and barrel flavors are palate coating, displaying exceptional polish and texture.",,92,35,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Bunchgrass 2012 Merlot (Walla Walla Valley (WA)),Merlot,Bunchgrass winery,46.0631639,-118.4169883,-0.7,114.9,16.08,57.46,106.6,0,1,0
14213,US,"Comprised of 60% Cabernet Sauvignon, 35% Cabernet Franc and 5% Petit Verdot, this wine shows aromas of herbs, pencil lead, flowers and cherry, with light meaty notes. There's a elegance to the plum and cherry flavors along with a supple feel.",Triolet,88,30,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Bunchgrass 2011 Triolet Red (Walla Walla Valley (WA)),Bordeaux-style Red Blend,Bunchgrass winery,46.0631639,-118.4169883,-0.7,114.9,16.08,57.46,106.6,0,0.925,0.075
14214,US,"This Triolet is two thirds Cabernet Sauvignon, 27% Cab Franc and 6% Petit Verdot. Despite two years in French oak barrels, 30% new, it carries a strong herbal note in the nose, that carries all through the palate. Stem, herb and pepper are the dominant flavors, along with tart, compact red berries.",Triolet,86,28,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Bunchgrass 2009 Triolet Red (Walla Walla Valley (WA)),Bordeaux-style Red Blend,Bunchgrass winery,46.0631639,-118.4169883,-0.7,114.9,16.08,57.46,106.6,0,0.938,0.062
14415,US,"This lightly colored wine blends Grenache (43%), Syrah (32%) and Mourvèdre. It brings aromas of red raspberries, currant and flowers. The palate is fresh and lighter in style, with the emphasis on fruit.",Untamed Cuvée,86,20,Washington,Yakima Valley,Columbia Valley,Sean P. Sullivan,@wawinereport,James Wyatt 2013 Untamed Cuvée Red (Yakima Valley),Red Blend,James Wyatt winery,46.5578827,-120.6608625,2,112.9,6.9,57.53,107.1,0,0.933,0.067
14434,US,"Grown in the southern section of the valley in the foothills of the Blue Mountains, this rare varietal bottling from this appellation shows aromas of cranberry, raspberry and citrus, along with some hints of oxidation. It's tart and full in feel, not seeming entirely varietally correct.",Breezy Slope Vineyard,86,35,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Lagana 2013 Breezy Slope Vineyard Pinot Noir (Walla Walla Valley (WA)),Pinot Noir,Lagana winery,46.0673257,-118.3396849,-0.9,115,16.6,57.52,106.4,0,1,0
14435,US,"This is an aromatically brooding wine with notes of herbs, pepper and brown spices. It drinks quite sweet with a lightly chalky feel.",Minnick Hills Vineyard,86,30,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Lagana 2013 Minnick Hills Vineyard Syrah (Walla Walla Valley (WA)),Syrah,Lagana winery,46.0673257,-118.3396849,-0.9,115,16.6,57.52,106.4,0,0.82,0.18
14436,US,"Pale in color, this wine is aromatically quiet with notes of berry and herb, while the smoke notes emerge over time. The flavors are full and juicy but still bring a sense of delicacy, with a lingering finish. Give it time to open up.",Breezy Slope Vineyard,88,40,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Lagana 2014 Breezy Slope Vineyard Pinot Noir (Walla Walla Valley (WA)),Pinot Noir,Lagana winery,46.0673257,-118.3396849,-0.9,115,16.6,57.52,106.4,0,1,0
14437,US,"Pale in color, this wine is aromatically quiet with notes of berry and herb, while the smoke notes emerge over time. The flavors are full and juicy but still bring a sense of delicacy, with a lingering finish. Give it time to open up.",Breezy Slope Vineyard,88,40,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Lagana 2014 Breezy Slope Vineyard Pinot Noir (Walla Walla Valley (WA)),Pinot Noir,Lagana winery,46.0673257,-118.3396849,-0.9,115,16.6,57.52,106.4,0,1,0
14438,US,"This wine doesn't appear to have fully come out of its shell, with light aromas of plum, tire rubber, pomegranate, herb and a dusting of spices. The flavors display a pleasing sense of purity, with lightly grainy tannins providing support.",Minnick Hills Vineyard,88,30,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Lagana 2014 Minnick Hills Vineyard Syrah (Walla Walla Valley (WA)),Syrah,Lagana winery,46.0673257,-118.3396849,-0.9,115,16.6,57.52,106.4,0,0.855,0.145
